,CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,Name,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
769,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40107,2020-12-04,SCC_40107 - 2020-12-04,LIQUID,NET 30,Nofield,0.0,0.0,7533.0,7533.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2020-12-11 11:08:41.973,P,QuoteNo,SCC_30463,770,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-06-21
770,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40108,2020-12-11,SCC_40108 - 2020-12-11,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2020-12-11 13:04:12.190,P,QuoteNo,SCC_30464,771,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
771,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40109,2020-12-05,SCC_40109 - 2020-12-05,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,545.0,545.0,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2020-12-11 13:06:36.067,P,QuoteNo,SCC_30465,772,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-04-30
772,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40114,2020-12-03,SCC_40114 - 2020-12-03,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,4735.0,4735.0,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2020-12-11 13:08:56.743,P,QuoteNo,SCC_30466,773,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
773,Dan Reardon,Dan Reardon,55 E Vía Del Cielo,,Wickenburg,AZ,85930,SCC_40113,2020-12-03,SCC_40113 - 2020-12-03,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,2892.0,2892.0,Balance Due,SCC_4994,SCC_4994,Dan Reardon,2020-12-11 13:10:10.733,P,QuoteNo,SCC_30467,774,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
774,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40110,2020-12-04,SCC_40110 - 2020-12-04,LIQUID,NET 30,Nofield,0.0,0.0,75.0,75.0,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2020-12-11 13:15:25.783,P,QuoteNo,SCC_30468,775,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-10-22
775,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40111,2020-12-05,SCC_40111 - 2020-12-05,LIQUID,NET 30,Nofield,0.0,0.0,1682.0,1682.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2020-12-11 13:16:36.763,P,QuoteNo,SCC_30469,776,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
776,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_40112,2020-12-04,SCC_40112 - 2020-12-04,LIQUID,NET 30,Nofield,0.0,0.0,1430.63,1430.63,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,2020-12-11 13:17:46.860,P,QuoteNo,SCC_30470,777,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
777,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont,,Mesa,AZ,85205,SCC_40115,2020-12-05,SCC_40115 - 2020-12-05,LIQUID,NET 30,Nofield,0.0,0.0,2000.0,2000.0,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",2020-12-11 13:18:39.823,P,QuoteNo,SCC_30471,778,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
778,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_40116,2020-12-04,SCC_40116 - 2020-12-04,LIQUID,NET 30,Nofield,0.0,0.0,173.51,173.51,Balance Due,SCC_4912,SCC_4912,Alstate Steel,2020-12-11 13:19:18.323,P,QuoteNo,SCC_30472,779,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
779,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40117,2020-12-04,SCC_40117 - 2020-12-04,LIQUID,NET 30,Nofield,0.0,0.0,1667.4,1667.4,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2020-12-11 13:19:52.610,P,QuoteNo,SCC_30473,780,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
780,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40118,2020-12-16,SCC_40118 - 2020-12-16,LIQUID,NET 45,Nofield,0.0,0.0,1760.0,1760.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2020-12-16 09:26:59.230,P,QuoteNo,SCC_30474,781,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
781,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40119,2020-12-12,SCC_40119 - 2020-12-12,LIQUID,NET 30,Nofield,0.0,0.0,1950.0,1950.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2020-12-16 09:30:21.200,P,QuoteNo,SCC_30475,782,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-04-21
782,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.,,Phoenix,AZ,85040,SCC_40120,2020-12-18,SCC_40120 - 2020-12-18,LIQUID,NET 30,Nofield,0.0,0.0,800.0,800.0,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,2020-12-22 11:05:15.677,P,QuoteNo,SCC_30476,783,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
783,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40121,2020-12-22,SCC_40121 - 2020-12-22,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2020-12-22 11:06:33.857,P,QuoteNo,SCC_30477,784,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
784,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_40122,2020-12-18,SCC_40122 - 2020-12-18,LIQUID,NET 30,Nofield,0.0,0.0,350.0,350.0,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,2020-12-22 11:09:20.610,P,QuoteNo,SCC_30478,785,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
785,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40123,2020-12-19,SCC_40123 - 2020-12-19,LIQUID,NET 30,Nofield,0.0,0.0,4660.0,4660.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2020-12-22 11:10:26.157,P,QuoteNo,SCC_30479,786,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-06-21
786,ALDERFER DESIGNS,ALDERFER DESIGNS,14815 S 14th Place,,Phoenix,AZ,85048,SCC_40124,2020-12-16,SCC_40124 - 2020-12-16,BLAST,NET 30,Nofield,0.0,0.0,240.0,240.0,Balance Due,SCC_4975,SCC_4975,ALDERFER DESIGNS,2020-12-22 11:14:58.183,P,QuoteNo,SCC_30480,787,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
787,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_40125,2020-12-18,SCC_40125 - 2020-12-18,LIQUID,NET 30,Nofield,0.0,0.0,884.84,884.84,Balance Due,SCC_4912,SCC_4912,Alstate Steel,2020-12-22 11:15:57.587,P,QuoteNo,SCC_30481,788,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
788,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40126,2020-12-18,SCC_40126 - 2020-12-18,LIQUID,NET 30,Nofield,0.0,0.0,2802.96,2802.96,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2020-12-22 11:16:58.873,P,QuoteNo,SCC_30482,789,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
789,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40127,2020-12-18,SCC_40127 - 2020-12-18,LIQUID,NET 30,Nofield,0.0,0.0,1970.5,1970.5,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2020-12-22 11:18:09.400,P,QuoteNo,SCC_30483,790,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
790,Southwest Waterworks Contractors,Southwest Water Works Contractors,2205 W. Grant St.,,Phoenix,AZ,85009,SCC_40128,2020-12-18,SCC_40128 - 2020-12-18,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,6812.88,6812.88,Balance Due,SCC_4996,SCC_4996,Southwest Waterworks Contractors,2020-12-22 11:19:44.703,P,QuoteNo,SCC_30484,791,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
791,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40129,2020-12-24,SCC_40129 - 2020-12-24,LIQUID,NET 45,Nofield,0.0,0.0,1045.0,1045.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2020-12-29 11:24:45.243,P,QuoteNo,SCC_30485,792,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
792,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_40131,2020-12-24,SCC_40131 - 2020-12-24,LIQUID,NET 30,Nofield,0.0,0.0,603.75,603.75,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,2020-12-29 11:31:02.357,P,QuoteNo,SCC_30486,793,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
793,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_40130,2020-12-24,SCC_40130 - 2020-12-24,LIQUID,NET 30,Nofield,0.0,0.0,755.84,755.8399999999999,Balance Due,SCC_4912,SCC_4912,Alstate Steel,2020-12-29 11:45:28.990,P,QuoteNo,SCC_30487,794,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
794,Phillips Tank & Structure,Phillips Tank & Structure,13A Talbot Ave,,Braddock,PA,15104,SCC_40132,2020-12-24,SCC_40132 - 2020-12-24,LIQUID,NET 30,Nofield,0.0,0.0,24290.0,24290.0,Balance Due,SCC_5000,SCC_5000,Phillips Tank & Structure,2020-12-29 12:01:42.860,P,QuoteNo,SCC_30488,795,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-06-01
795,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40133,2021-01-04,SCC_40133 - 2021-01-04,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1504.0,1504.0,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2021-01-06 11:19:07.403,P,QuoteNo,SCC_30489,796,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
796,Haydon Building Corp,Haydon Building Corp,4640 E Cotton Gin Loop,,Phoenix,AZ,85040,SCC_40134,2021-01-04,SCC_40134 - 2021-01-04,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,1190.0,1190.0,Balance Due,SCC_4985,SCC_4985,Haydon Building Corp,2021-01-06 11:21:10.617,P,QuoteNo,SCC_30490,797,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
797,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40135,2020-12-31,SCC_40135 - 2020-12-31,LIQUID,NET 30,Nofield,0.0,0.0,1840.0,1840.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2021-01-06 11:23:00.157,P,QuoteNo,SCC_30491,798,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-04-21
798,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40136,2020-12-31,SCC_40136 - 2020-12-31,LIQUID,NET 30,Nofield,0.0,0.0,800.0,800.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2021-01-06 11:24:34.780,P,QuoteNo,SCC_30492,799,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
799,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40137,2020-12-31,SCC_40137 - 2020-12-31,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-01-06 11:25:33.287,P,QuoteNo,SCC_30493,800,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
800,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40138,2020-12-31,SCC_40138 - 2020-12-31,LIQUID,NET 30,Nofield,0.0,0.0,2743.25,2743.25,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2021-01-06 11:32:11.653,P,QuoteNo,SCC_30494,801,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-04-27
801,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40139,2020-12-31,SCC_40139 - 2020-12-31,LIQUID,NET 30,Nofield,0.0,0.0,4990.0,4990.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-06 11:33:11.703,P,QuoteNo,SCC_30495,802,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2021-03-03
802,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40144,2021-01-12,SCC_40144 - 2021-01-12,LIQUID,NET 30,Nofield,0.0,0.0,5217.0,5217.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-13 08:43:35.070,P,QuoteNo,SCC_30496,803,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
803,Industrial Inspection & Consul,Industrial Inspection & Consul,3301 East Tonto Drive,,Phoenix,AZ,85044,SCC_40140,2021-01-08,SCC_40140 - 2021-01-08,LIQUID,NET 30,Nofield,0.0,0.0,975.0,975.0,Balance Due,SCC_4931,SCC_4931,Industrial Inspection & Consul,2021-01-13 08:48:03.683,P,QuoteNo,SCC_30497,804,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
804,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40141,2021-01-13,SCC_40141 - 2021-01-13,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-01-13 08:50:51.013,P,QuoteNo,SCC_30498,805,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
805,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_40142,2021-01-07,SCC_40142 - 2021-01-07,LIQUID,NET 30,Nofield,0.0,0.0,2445.7,2445.7,Balance Due,SCC_4912,SCC_4912,Alstate Steel,2021-01-13 08:55:36.683,P,QuoteNo,SCC_30499,806,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
806,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40143,2021-01-09,SCC_40143 - 2021-01-09,LIQUID,NET 30,Nofield,0.0,0.0,8303.35,8303.35,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-13 09:06:48.843,P,QuoteNo,SCC_30500,807,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
807,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40145,2021-01-15,SCC_40145 - 2021-01-15,LIQUID,NET 30,Nofield,0.0,0.0,250.0,250.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-20 11:52:34.160,P,QuoteNo,SCC_30501,808,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
808,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40146,2021-01-15,SCC_40146 - 2021-01-15,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-01-20 11:53:40.667,P,QuoteNo,SCC_30502,809,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
809,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40147,2021-01-13,SCC_40147 - 2021-01-13,LIQUID,NET 30,Nofield,0.0,0.0,1459.61,1459.61,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2021-01-20 12:01:22.497,P,QuoteNo,SCC_30503,810,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
810,Phillips Tank & Structure,Phillips Tank & Structure,13A Talbot Ave,,Braddock,PA,15104,SCC_40148,2021-01-14,SCC_40148 - 2021-01-14,LIQUID,NET 30,Nofield,0.0,0.0,8394.5,8394.5,Balance Due,SCC_5000,SCC_5000,Phillips Tank & Structure,2021-01-20 12:03:50.963,P,QuoteNo,SCC_30504,811,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
811,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40149,2021-01-20,SCC_40149 - 2021-01-20,LIQUID,NET 30,Nofield,0.0,0.0,4593.75,4593.75,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-20 12:10:45.620,P,QuoteNo,SCC_30505,812,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
812,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40150,2021-01-22,SCC_40150 - 2021-01-22,LIQUID,NET 30,Nofield,0.0,0.0,2164.0,2164.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2021-01-26 08:11:42.757,P,QuoteNo,SCC_30506,813,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
813,Alloy Builders Corporation,Alloy Builders Corporation,7117 E. Orange Blossom Ln,,Paradise Valley,AZ,85251,SCC_40151,2021-01-21,SCC_40151 - 2021-01-21,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,525.0,525.0,Balance Due,SCC_4995,SCC_4995,Alloy Builders Corporation,2021-01-27 11:58:16.393,P,QuoteNo,SCC_30507,814,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
814,Simflo Pump,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_40152,2021-01-22,SCC_40152 - 2021-01-22,LIQUID,NET 30,Nofield,0.0,0.0,9760.0,9760.0,Balance Due,SCC_4962,SCC_4962,Simflo Pump,2021-01-27 12:00:25.180,P,QuoteNo,SCC_30508,815,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
815,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40153,2021-01-27,SCC_40153 - 2021-01-27,LIQUID,NET 45,Nofield,0.0,0.0,2466.88,2466.88,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-01-27 12:09:25.450,P,QuoteNo,SCC_30509,816,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
816,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40154,2021-01-22,SCC_40154 - 2021-01-22,LIQUID,NET 30,Nofield,0.0,0.0,2794.38,2794.38,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2021-01-27 13:28:20.217,P,QuoteNo,SCC_30510,817,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
817,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40155,2021-01-22,SCC_40155 - 2021-01-22,LIQUID,NET 30,Nofield,0.0,0.0,4492.51,4492.51,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-01-27 13:30:03.873,P,QuoteNo,SCC_30511,818,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
818,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40156,2021-02-22,SCC_40156 - 2021-02-22,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-02-23 09:09:38.367,P,QuoteNo,SCC_30512,819,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
819,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_40158,2021-02-13,SCC_40158 - 2021-02-13,LIQUID,NET 30,Nofield,0.0,0.0,875.0,875.0,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,2021-02-23 09:11:45.533,P,QuoteNo,SCC_30513,820,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
820,GrayWolf Industrial,Schuff Steel Management Co.,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_40157,2021-02-20,SCC_40157 - 2021-02-20,LIQUID,NET 30,Nofield,0.0,0.0,26320.21,26320.21,Balance Due,SCC_4932,SCC_4932,GrayWolf Industrial,2021-02-23 09:13:51.810,P,QuoteNo,SCC_30514,821,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
821,Southwest Metalsmiths,Southwest Metalsmiths,5026 E Beverly Rd,,Phoenix,AZ,85044,SCC_40159,2021-02-20,SCC_40159 - 2021-02-20,LIQUID,NET 30,Nofield,0.0,0.0,6120.0,6120.0,Balance Due,SCC_4899,SCC_4899,Southwest Metalsmiths,2021-02-23 09:18:20.743,P,QuoteNo,SCC_30515,822,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
822,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40160,2021-02-22,SCC_40160 - 2021-02-22,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-02-23 09:20:53.940,P,QuoteNo,SCC_30516,823,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
823,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_40161,2021-02-13,SCC_40161 - 2021-02-13,LIQUID,NET 30,Nofield,0.0,0.0,525.0,525.0,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,2021-02-23 09:22:37.247,P,QuoteNo,SCC_30517,824,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
824,Simflo Pump,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_40162,2021-02-13,SCC_40162 - 2021-02-13,LIQUID,NET 30,Nofield,0.0,0.0,1351.0,1351.0,Balance Due,SCC_4962,SCC_4962,Simflo Pump,2021-02-23 09:23:58.923,P,QuoteNo,SCC_30518,825,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
825,Magnum Engineering Inc.,Magnum Companies,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_40163,2021-02-08,SCC_40163 - 2021-02-08,LIQUID,NET 30,Nofield,0.0,0.0,316.6,316.6,Balance Due,SCC_4949,SCC_4949,Magnum Engineering Inc.,2021-02-23 09:28:51.240,P,QuoteNo,SCC_30519,826,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
826,"Construction Product  Marketing, LLC","Construction Product  Marketing, LLC","3815 E. Grove Street, Unit 4",,Phoenix,AZ,85040,SCC_40164,2021-02-08,SCC_40164 - 2021-02-08,LIQUID,DUE ON RECEI,Nofield,0.0,0.0,815.0,815.0,Balance Due,SCC_5001,SCC_5001,"Construction Product  Marketing, LLC",2021-02-23 09:32:33.060,P,QuoteNo,SCC_30520,827,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
827,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40165,2021-02-06,SCC_40165 - 2021-02-06,LIQUID,NET 30,Nofield,0.0,0.0,16536.0,16536.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2021-02-23 09:34:41.427,P,QuoteNo,SCC_30521,828,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
828,Schreiber Foods,Schreiber Foods,2122 S Hardy Drive,,Tempe,AZ,85282,SCC_40166,2021-02-22,SCC_40166 - 2021-02-22,LIQUID,NET 45,Nofield,0.0,0.0,2200.0,2200.0,Balance Due,SCC_4967,SCC_4967,Schreiber Foods,2021-02-23 09:38:14.880,P,QuoteNo,SCC_30522,829,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
829,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,SCC_40167,2021-02-05,SCC_40167 - 2021-02-05,LIQUID,NET 30,Nofield,0.0,0.0,1000.0,1000.0,Balance Due,SCC_4890,SCC_4890,Currier Construction,2021-02-23 09:39:34.010,P,QuoteNo,SCC_30523,830,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
830,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40168,2021-02-08,SCC_40168 - 2021-02-08,LIQUID,NET 30,Nofield,0.0,0.0,1654.0,1654.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-02-23 09:41:15.563,P,QuoteNo,SCC_30524,831,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
831,Keller Electrical Ind,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_40169,2021-02-13,SCC_40169 - 2021-02-13,LIQUID,NET 30,Nofield,0.0,0.0,957.0,957.0,Balance Due,SCC_4973,SCC_4973,Keller Electrical Ind,2021-02-23 09:42:30.740,P,QuoteNo,SCC_30525,832,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
832,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_40170,2021-02-08,SCC_40170 - 2021-02-08,LIQUID,NET 30,Nofield,0.0,0.0,1458.0,1458.0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),2021-02-23 09:58:21.613,P,QuoteNo,SCC_30526,833,Y,2023-04-14 07:42:48.687,SCC_Billing.csv,2022-01-25
