Error,﻿CustDesc,ShipToName,SAddr1,SAddr2,SCity,SSt,SZip,InvoiceNo,InvoiceDate,WorkCode,TermsCode,SubTotal,SalesTaxChgs,ShippingChgs,InvoiceTotal,AmtPaidSoFar,BalanceDue,E2_Customer_Key,E2_Customer_Key2,CustDesc,DateEnt,pymtstatus,QuoteNo,E2_Invoice__c
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjIdXIAV:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39601,5/4/2019,LIQUID,NET 30,Nofield,0,0,2811.59,2811.59,Balance Due,SCC_4928,SCC_4928,Rolling Plains,15:04.0,P,QuoteNo,29956
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjHq9IAF:Account__c --,CAPITOL ENGINEERING CO,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39610,5/9/2019,LIQUID,NET 30,Nofield,0,0,7560,7560,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,09:37.7,P,QuoteNo,29957
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIDZIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39611,5/9/2019,LIQUID,NET 30,Nofield,0,0,1478.25,1478.25,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),15:47.9,P,QuoteNo,29958
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIJsIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39612,5/10/2019,LIQUID,NET 30,Nofield,0,0,625,625,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),59:29.4,P,QuoteNo,29959
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjIJsIAN:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39588CR,5/13/2019,LIQUID,NET 30,Nofield,0,0,-130.52,-130.52,Balance Due,SCC_4928,SCC_4928,Rolling Plains,47:15.6,P,QuoteNo,29960
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjJMhIAN:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39587CR,5/14/2019,LIQUID,NET 30,Nofield,0,0,-754.57,-754.57,Balance Due,SCC_4928,SCC_4928,Rolling Plains,14:21.8,P,QuoteNo,29961
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjIU5IAN:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39594CR,5/14/2019,LIQUID,NET 30,Nofield,0,0,-1112.06,-1112.06,Balance Due,SCC_4928,SCC_4928,Rolling Plains,18:15.0,P,QuoteNo,29962
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjHlhIAF:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39601-2,5/14/2019,LIQUID,NET 30,Nofield,0,0,195.73,195.73,Balance Due,SCC_4928,SCC_4928,Rolling Plains,14:39.5,P,QuoteNo,29963
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjHlhIAF:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39592-2,5/14/2019,LIQUID,NET 30,Nofield,0,0,991.76,991.76,Balance Due,SCC_4928,SCC_4928,Rolling Plains,18:29.5,P,QuoteNo,29964
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVCIA3, current value is 001Dn00000PjICpIAN:Account__c --,Rolling Plains,Rolling Plains,5136 S Desert View Drive  ,,Apache Junction,AZ,85120,39599-2,5/16/2019,LIQUID,NET 30,Nofield,0,0,1022.68,1022.68,Balance Due,SCC_4928,SCC_4928,Rolling Plains,27:14.5,P,QuoteNo,29965
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIjhIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39617,5/16/2019,LIQUID,NET 30,Nofield,0,0,9009,9009,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),38:00.2,P,QuoteNo,29966
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJV6IAN, current value is 001Dn00000PjIVuIAN:Account__c --,Agate Steel,Agate Steel,2607 N. Country Club Drive  ,,Scottsdale,AZ,85256,39616,5/14/2019,LIQUID,NET 30,Nofield,0,0,44880,44880,Balance Due,SCC_4922,SCC_4922,Agate Steel,49:46.8,P,QuoteNo,29967
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVIIA3, current value is 001Dn00000PjI34IAF:Account__c --,Able Steel Fabricators,Able Steel Fabricators,4150 E Quartz Circle  ,,Mesa,AZ,85215,39615,5/16/2019,LIQUID,NET 30,Nofield,0,0,3124.7,3124.7,Balance Due,SCC_4935,SCC_4935,Able Steel Fabricators,58:46.2,P,QuoteNo,29968
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjI34IAF:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39618,5/15/2019,LIQUID,NET 30,Nofield,0,0,6000,6000,Balance Due,SCC_4890,SCC_4890,Currier Construction,02:15.7,P,QuoteNo,29970
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjI34IAF:Account__c --,Currier Construction,Currier,36N 56th st,,Phoenix,AZ,85034,39619,5/15/2019,LIQUID,NET 30,Nofield,0,0,36297.15,36297.15,Balance Due,SCC_4890,SCC_4890,Currier Construction,24:59.9,P,QuoteNo,29971
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjInJIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39621,5/20/2019,LIQUID,NET 30,Nofield,0,0,10657,10657,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),00:18.4,P,QuoteNo,29972
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUeIAN, current value is 001Dn00000PjICpIAN:Account__c --,Castle Steel,Castle Steel,3828 N 35th Ave  ,,Phoenix,AZ,85017,39622,5/20/2019,LIQUID,NET 30,Nofield,0,0,3405,3405,Balance Due,SCC_4891,SCC_4891,Castle Steel,04:23.8,P,QuoteNo,29973
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjICpIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39614,5/15/2019,LIQUID,NET 30,Nofield,0,0,11408.25,11408.25,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,58:04.1,P,QuoteNo,29974
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjICpIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39536CR,5/24/2019,LIQUID,NET 30,Nofield,0,0,-900,-900,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,59:56.4,P,QuoteNo,29975
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjICpIAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39537CR,5/24/2019,LIQUID,NET 30,Nofield,0,0,-900,-900,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,02:23.4,P,QuoteNo,29976
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39623,5/22/2019,LIQUID,NET 30,Nofield,0,0,9944,9944,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),11:44.9,P,QuoteNo,29977
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39624,5/24/2019,LIQUID,NET 30,Nofield,0,0,8970,8970,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),43:37.8,P,QuoteNo,29978
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICpIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39625,5/31/2019,LIQUID,NET 30,Nofield,0,0,14105.9,14105.9,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),58:41.0,P,QuoteNo,29979
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIMQIA3:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39626,5/31/2019,LIQUID,NET 30,Nofield,0,0,950,950,Balance Due,SCC_4890,SCC_4890,Currier Construction,01:08.7,P,QuoteNo,29980
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJBUIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39629,5/31/2019,LIQUID,NET 30,Nofield,0,0,2828,2828,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),01:18.5,P,QuoteNo,29981
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUdIAN, current value is 001Dn00000PjIRXIA3:Account__c --,Currier Construction,Currier,36N 56th st  ,,Phoenix,AZ,85034,39630,5/31/2019,LIQUID,NET 30,Nofield,0,0,600,600,Balance Due,SCC_4890,SCC_4890,Currier Construction,04:00.4,P,QuoteNo,29982
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjHiqIAF:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39631,5/30/2019,LIQUID,NET 30,Nofield,0,0,13495,13495,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,04:13.8,P,QuoteNo,29983
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHiqIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39632,6/6/2019,LIQUID,NET 30,Nofield,0,0,8515,8515,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),17:22.8,P,QuoteNo,29984
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjHiqIAF:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39633,6/6/2019,LIQUID,NET 30,Nofield,0,0,13495,13495,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,19:18.9,P,QuoteNo,29985
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjI34IAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39634,6/6/2019,LIQUID,NET 30,Nofield,0,0,10191.5,10191.5,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),25:23.6,P,QuoteNo,29986
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIxhIAF:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39614CR,6/10/2019,LIQUID,NET 30,Nofield,0,0,-3129.75,-3129.75,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,48:39.5,P,QuoteNo,29987
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIxhIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39638,6/12/2019,LIQUID,NET 30,Nofield,0,0,7500,7500,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),16:30.4,P,QuoteNo,29988
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIKoIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39637,6/10/2019,LIQUID,NET 30,Nofield,0,0,9829,9829,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),20:19.1,P,QuoteNo,29989
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIJHIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39636,6/10/2019,LIQUID,NET 30,Nofield,0,0,2440,2440,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),21:55.5,P,QuoteNo,29990
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIJHIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39635,6/10/2019,LIQUID,NET 30,Nofield,0,0,9416,9416,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),23:17.0,P,QuoteNo,29991
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIKoIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39639,6/14/2019,LIQUID,NET 30,Nofield,0,0,2000,2000,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",31:03.0,P,QuoteNo,29992
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIKoIAN:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39640,6/14/2019,LIQUID,NET 30,Nofield,0,0,3500,3500,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,31:46.7,P,QuoteNo,29993
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjI6AIAV:Account__c --,Schuff Steel Management Co.,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,Suite #111,Mesa,AZ,85215,39641,6/17/2019,LIQUID,NET 30,Nofield,0,0,248.85,248.85,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,32:27.0,P,QuoteNo,29994
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVGIA3, current value is 001Dn00000PjI6AIAV:Account__c --,Schuff Steel Management Co.,Schuff Steel Management Co.,4320 E. Presidio St.  Suite #111,Suite #111,Mesa,AZ,85215,39642,6/17/2019,LIQUID,NET 30,Nofield,0,0,1890,1890,Balance Due,SCC_4932,SCC_4932,Schuff Steel Management Co.,32:59.6,P,QuoteNo,29995
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIVuIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39643,6/17/2019,LIQUID,NET 30,Nofield,0,0,2000,2000,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",18:47.1,P,QuoteNo,29996
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIKoIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39648,6/21/2019,LIQUID,NET 30,Nofield,0,0,11391,11391,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),55:50.9,P,QuoteNo,29997
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjICYIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39644,6/24/2019,BLAST,NET 30,Nofield,0,0,1451,1451,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),59:04.3,P,QuoteNo,29998
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUoIAN, current value is 001Dn00000PjIVuIAN:Account__c --,"COPPER CONSTRUCTION SERVICE,IN","COPPER CONSTRUCTION SERVICE,IN",1908 N. Rosemont  ,,Mesa,AZ,85205,39645,6/24/2019,LIQUID,NET 30,Nofield,0,0,1800,1800,Balance Due,SCC_4901,SCC_4901,"COPPER CONSTRUCTION SERVICE,IN",02:19.0,P,QuoteNo,29999
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUnIAN, current value is 001Dn00000PjIjMIAV:Account__c --,CAPITOL ENGINEERING CO,CAPITAL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE  ,,Phoenix,AZ,85034,39646,6/21/2019,LIQUID,NET 30,Nofield,0,0,13495,13495,Balance Due,SCC_4900,SCC_4900,CAPITOL ENGINEERING CO,04:13.1,P,QuoteNo,30000
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUgIAN, current value is 001Dn00000PjIR2IAN:Account__c --,Professional Piping Systems,Professional Piping Systems,406 E. Pioneer St.  ,,Phoenix,AZ,85040,39647,6/21/2019,LIQUID,NET 30,Nofield,0,0,1500,1500,Balance Due,SCC_4893,SCC_4893,Professional Piping Systems,06:09.6,P,QuoteNo,30001
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIR2IAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39649,6/27/2019,LIQUID,NET 30,Nofield,0,0,2357,2357,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),28:55.6,P,QuoteNo,30002
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJVAIA3, current value is 001Dn00000PjIilIAF:Account__c --,"Brahma Group, Inc","Brahma Group, Inc",1841 S. Horne  ,,Mesa,AZ,85204,39650,6/24/2019,LIQUID,NET 30,Nofield,0,0,0,0,Balance Due,SCC_4926,SCC_4926,"Brahma Group, Inc",34:50.4,P,QuoteNo,30003
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHrqIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39651,6/27/2019,LIQUID,NET 30,Nofield,0,0,2185,2185,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),38:02.8,P,QuoteNo,30004
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIEdIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39652,7/1/2019,LIQUID,NET 30,Nofield,0,0,0,0,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),26:27.6,P,QuoteNo,30005
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIkAIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39654,6/29/2019,LIQUID,NET 30,Nofield,0,0,7408,7408,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),44:14.4,P,QuoteNo,30006
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjJNWIA3:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39653,7/1/2019,LIQUID,NET 30,Nofield,0,0,5938,5938,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),46:11.1,P,QuoteNo,30007
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIVuIAN:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39655,6/28/2019,LIQUID,NET 30,Nofield,0,0,10012,10012,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),55:31.1,P,QuoteNo,30008
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjIcJIAV:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39656,6/28/2019,LIQUID,NET 30,Nofield,0,0,9075,9075,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),55:57.9,P,QuoteNo,30009
INVALID_FIELD_FOR_INSERT_UPDATE:Attempting to update (as part of an upsert) parent field Account__c with new value 001Dn00000PjJUlIAN, current value is 001Dn00000PjHlhIAF:Account__c --,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis  ,,Mesa,AZ,85210,39657,7/2/2019,LIQUID,NET 30,Nofield,0,0,2070,2070,Balance Due,SCC_4898,SCC_4898,MILLING MACHINE (MMI),56:24.2,P,QuoteNo,30010
